id;latitude;longitude
253659934;53,58188;10,0626331
268499724;53,5969403;10,0048452
272441234;53,5601091;9,9819776
292290659;53,5631984;9,9825079
292345560;53,562523;9,9772655
297501667;53,5699243;10,0590945
308011329;53,5542255;9,8238966
312165296;53,5529139;10,1137207
314739955;53,5543188;9,9914324
316973437;53,587779;9,8492441
341769514;53,5517457;10,0051909
369761175;53,5691679;9,9328782
405839378;53,5801097;9,8859876
411687631;53,5644027;9,7672267
414037056;53,5664589;9,9837031
415966562;53,9306302;8,4987306
416688051;53,5952789;9,9412659
428178755;53,4874135;10,1809273
437284830;53,5527625;9,9726109
437355073;53,5500859;9,9673997
438112013;53,5495801;9,9612015
438112014;53,5494907;9,9560705
442007921;53,5494555;9,9648436
442007938;53,5462383;9,9576503
444963981;53,5681346;9,9696941
492844820;53,5153597;10,1371865
508123413;53,595241;9,9375516
508123418;53,5970483;9,941446
512076163;53,5448928;9,8920164
539525163;53,6382067;10,1616235
544749865;53,6513018;10,0955519
559214676;53,6515977;10,0927822
568013647;53,5718078;9,9563626
583429884;53,5842528;9,8951948
610574677;53,5856948;9,9821216
610918228;53,5948564;9,9997336
611334612;53,489651;10,1584454
617826972;53,5717901;10,0674558
628106790;53,6502713;10,1632222
654155393;53,617197;9,9496485
672462409;53,5509379;9,9704597
684220880;53,6157206;9,9320978
687974115;53,5891543;10,108091
691741653;53,6271651;10,0547032
693676867;53,4653416;9,9631036
699959763;53,6307277;10,0379917
706367009;53,6177719;9,9536716
768806261;53,5744828;10,0374077
803477551;53,4772853;9,8640877
976703942;53,5161423;9,9876256
983585382;53,5521181;10,0115822
1104525324;53,6334257;10,0057751
1115803574;53,6048065;9,7699843
1176909128;53,5771455;9,9434773
1280644193;53,5703946;9,976892
1304228769;53,6707517;10,0211005
1343921381;53,6048405;10,157357
1385727254;53,5761033;9,8237629
1447200680;53,6681796;10,1605442
1492869769;53,487972;10,2073514
1512878197;53,5493227;9,9621434
1516702518;53,5586626;9,9295465
1580825811;53,5862465;10,1272872
