id;latitude;longitude
7049340892;53,56065;9,982598
7049340893;53,5603;9,982393
7049340894;53,56056;9,98197
7049340897;53,56093;9,98152
7049340898;53,56082;9,981293
7049340915;53,56078;9,982482
7049340916;53,56089;9,982312
7049340917;53,55441;9,9747
7049340918;53,55427;9,975075
7049340919;53,55436;9,974995
7049340920;53,55428;9,975032
7049340921;53,55428;9,975418
7049340926;53,55447;9,974372
7049340945;53,55409;9,973828
7049340946;53,55411;9,97385
7049340947;53,55404;9,973885
7049340948;53,55404;9,973926
7049340949;53,55397;9,973748
7049340950;53,55445;9,974958
7080710162;53,56522;9,96837
7089555177;53,67288;10,00127
7098931463;53,55571;10,03804
7126534295;53,56681;9,910034
7126534296;53,56681;9,910124
7126534297;53,56679;9,910098
7157143087;53,58827;10,05044
7185188842;53,6064;9,975003
7214720046;53,58427;9,930717
7214720047;53,58427;9,930674
7214780579;53,58562;9,931237
7214780582;53,58563;9,931107
7214780583;53,58571;9,931212
7214780584;53,58566;9,931157
7247988322;53,55097;9,978454
7247988323;53,55106;9,978418
7264720081;53,5439;10,00392
7297298502;53,60361;9,977351
7319869121;53,65257;10,00876
7322889143;53,47077;9,815632
7322889148;53,47016;9,816597
7326610133;53,46531;9,813728
7390318189;53,59138;10,03654
7394336337;53,59353;9,845686
7394336347;53,59374;9,846384
7394336348;53,59365;9,845634
7394336349;53,59335;9,846224
7401418735;53,59324;9,950396
7401418736;53,59328;9,950489
7406523271;53,59332;9,953191
7406523272;53,59295;9,952723
7406523273;53,59276;9,953694
7406523277;53,59273;9,95524
7457135944;53,60394;10,15059
7457135945;53,604;10,1506
7553254773;53,59387;9,951091
7553303386;53,59383;9,950435
7553864611;53,59661;9,970986
7575366090;53,59976;9,940704
7575366091;53,5999;9,940694
7575366189;53,59999;9,94066
7623118585;53,60517;10,03877
7646478385;53,60286;10,03597
7670825285;53,46721;9,855857
7670825286;53,46714;9,85604
7670825287;53,46718;9,858904
7671903087;53,46715;9,855836
7671903090;53,4673;9,855515
7671903106;53,46731;9,855456
7671903112;53,46709;9,856065
7671903119;53,46717;9,855775
7682524578;53,6572;9,997093
7709939641;53,56221;9,939531
7710491928;53,56179;9,939274
7710491929;53,56185;9,939295
7710491930;53,56178;9,939436
7710491931;53,56172;9,939234
7710491932;53,56164;9,939325
7714509033;53,56462;9,942238
7762759211;53,63897;9,967672
7777675322;53,5913;9,956168
7777675323;53,59128;9,956164
7777675358;53,59121;9,956799
7818100115;53,60338;10,07925
7824431155;53,54198;10,00516
7824431156;53,54179;10,00531
7824431157;53,5413;10,00586
7824431158;53,54137;10,00585
7824431159;53,54141;10,00538
7824431160;53,54189;10,00515
7824449545;53,57054;10,00188
7824474718;53,5465;9,974461
7824474719;53,54648;9,974376
7824474730;53,54468;9,980399
7824474731;53,54486;9,980494
7824474732;53,54481;9,980381
7824476611;53,55828;9,98253
7824476612;53,55822;9,9828
7824476613;53,55823;9,982738
7824476624;53,55799;9,982377
7824476625;53,55809;9,981808
7824476630;53,55799;9,981783
7824495192;53,55553;9,952912
7824495193;53,55553;9,953032
7824495194;53,55485;9,952819
7970203453;53,54677;9,920068
7970203455;53,54704;9,920406
7970203459;53,54716;9,920443
7970203460;53,5471;9,92047
7970203463;53,54684;9,920086
7970203465;53,5469;9,920325
7970203469;53,54706;9,920456
7973835476;53,54714;9,931009
8001544690;53,54592;10,09542
8042361422;53,62539;10,1112
8043795055;53,61467;10,02329
8043795056;53,61454;10,02321
8043795057;53,61473;10,02343
8044161856;53,6687;10,00468
8044161867;53,66859;10,00454
8044161868;53,66874;10,00439
8044161869;53,6686;10,00458
8044161870;53,6686;10,00446
8044161871;53,66862;10,00445
8044161872;53,66863;10,00446
8044161873;53,66864;10,00463
8044161882;53,67158;10,00574
8044183989;53,67165;10,00566
8064981107;53,54748;9,933383
8117305621;53,54714;10,10282
8149176629;53,6249;10,09823
8173843806;53,56039;10,08368
8173843809;53,5603;10,08364
8173843810;53,56034;10,08367
8194714068;53,61529;10,11084
8262017841;53,6524;10,0118
8262017843;53,65233;10,01178
8262265211;53,67023;9,999816
8284315168;53,5967;10,02356
8284315169;53,59651;10,02375
8284419699;53,59708;10,02143
8290079659;53,57388;9,964359
8290079660;53,57374;9,964102
8290079661;53,57392;9,964465
8290079662;53,57359;9,963871
8298487017;53,55408;9,925499
8298487018;53,55435;9,926126
8300930134;53,46142;9,973603
8318625379;53,62709;10,15242
8357440690;53,62238;10,12532
8395326691;53,55875;10,03504
8395378933;53,55858;10,03525
8398160304;53,54487;9,98036
8398160305;53,54484;9,98038
8409396533;53,61828;10,11683
8409396573;53,62206;10,12587
8409396596;53,61839;10,11679
8409396699;53,61834;10,11673
8409396709;53,62227;10,12551
8409396739;53,62208;10,12575
8418479173;53,60326;10,03013
8418614898;53,60563;10,02885
8418614899;53,60555;10,02882
8418614900;53,60565;10,029
8418614901;53,60564;10,02893
8418614905;53,60559;10,02881
8418786263;53,60499;10,03072
8418786266;53,60511;10,03061
8418786267;53,60516;10,0306
8418786269;53,60522;10,0307
8418786270;53,60522;10,03084
8418786272;53,60576;10,03021
8418786274;53,60569;10,03045
8418786276;53,60577;10,03035
8418786277;53,60526;10,03087
8423182348;53,60473;10,02959
8423182349;53,60491;10,0296
8423182350;53,60534;10,02827
8423182351;53,60518;10,02842
8423182360;53,60371;10,03023
8423182371;53,60429;10,02987
8423215769;53,60408;10,02994
8426352756;53,60477;10,02959
8426352762;53,6048;10,02938
8439014205;53,53299;10,04042
8439081124;53,53334;10,04036
8439081127;53,53324;10,04044
8439081128;53,53343;10,04029
8448328576;53,58511;10,11614
8448328577;53,58522;10,11607
8448328579;53,58514;10,11619
8448328581;53,58517;10,11612
8448328583;53,585;10,11622
8462943161;53,59468;9,864483
8462943162;53,5946;9,864354
8462943165;53,59478;9,864809
8462943166;53,59512;9,86408
8462943184;53,59501;9,864122
8462943185;53,59461;9,864578
8463545308;53,60379;9,973288
8468834573;53,59466;9,864813
8483846519;53,59367;9,845789
8483846520;53,5936;9,845704
8483846521;53,59373;9,845841
8522466179;53,58749;9,923304
8522466180;53,58745;9,923322
8554605783;53,58085;10,08985
8567296837;53,57478;9,933931
8617083088;53,59127;9,927412
8617541344;53,60525;10,15681
8617541345;53,60525;10,15897
8630034057;53,58743;9,923271
8652959607;53,62633;10,17037
8652959608;53,62624;10,16715
8652959609;53,62551;10,16797
8652959610;53,6242;10,16642
8652959611;53,62384;10,16556
8672075572;53,54142;10,13288
8696448826;53,58909;9,852547
8696448827;53,58884;9,852778
8696448828;53,58838;9,85264
8725014005;53,60873;9,899126
8734342345;53,63137;10,10936
8734342360;53,63019;10,1101
8755703319;53,58242;9,938113
8755703418;53,58243;9,938302
8755703419;53,58245;9,938214
8756202681;53,58641;9,93324
8757305598;53,58858;9,947288
